5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
SPIPRtrJU	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Spirogyra pratensis	-	332123	transcriptome	?	27246051	91837	0	0	0	0	no	0	28/11/2017	29/05/2020	https://www.ncbi.nlm.nih.gov/Traces/wgs/wgsviewer.cgi?val=GBSM01&search=GBSM01000000&di	yes		yes					proteins created by ourselves from transcripts, source is different from other SPIPR source!								
SPIPRtrPO	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Spirogyra pratensis	-	332123	transcriptome	2,5	27489312	49641	0	0	0	0	no	0	29/11/2017	29/05/2020	https://github.com/elsayed-lab/spirogyra_assembly/blob/master/spirogyra_trinity-v2.5_assembly.fasta.xz	yes		yes					proteins created by ourselves from transcripts, source is different from other SPIPR source!								
SPISP	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Spirogyra Sp.	-	3181	genome	?	26438870	123334	0	0	0	0	no	0	15/11/2017	15/11/2017	0		Christophe Dunand	yes													
STRAS	Archaeplastida	eudicots	asterids	Lamiales	Orobanchaceae	Striga asiatica		4170	genome			34577	0	0	0	0			20/07/2020		https://datadryad.org/stash/dataset/doi:10.5061/dryad.53t3574																
SUAAR	Archaeplastida	eudicots	stem rosids	Caryophyllales	Chenopodiaceae	Suaeda aralocaspica		224144	genome			29604	0	0	0	0			20/07/2020		http://gigadb.org/dataset/view/id/100646/File_page/3																
SYMRE	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Symbiochloris reticulata Spain reference genome v1.0			genome			12582	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Dicre1/Dicre1.download.html 																
TARKO	Archaeplastida	eudicots	asterids	Asterales	Asteraceae	Taraxacum kok-saghyz		333970	genome			46734	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/1/show																
TARHA	Archaeplastida	eudicots	rosids	Brassicales	Cleomaceae	Tarenaya hassleriana	-	228870	genome	?	-	28919	0	0	0	0	no	0	29/03/2015	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/585/GCF_000463585.1_ASM46358v1/GCF_000463585.1_ASM46358v1_protein.faa.gz	yes		yes													
TECGR	Archaeplastida	eudicots	asterids	Lamiales	Lamiaceae	Tectona grandis		41396	genome			31154	0	0	0	0			20/07/2020		http://gigadb.org/dataset/view/id/100550/File_page/4																
TETSO	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Tetrabaenaceae	Tetrabaena socialis		47790	genome			14295	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/genome/?term=PGGS00000000																
TETDE	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus deserticola SNI-2 v1.0		2780016	genome			18507	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/TetdesSNI2_1/TetdesSNI2_1.download.html 																
TETOB	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus obliquus UTEX B 72 v1.0		3088	genome			17693	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Tetobl72_1/Tetobl72_1.download.html 																
TETST	Archaeplastida	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis striata		3165	genome			46696	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Tetstr1/Tetstr1.download.html 																
THEHA	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Thellungiella halophila	-	98038	genome	?	-	26351	0	0	0	0	no	0	04/07/2016				phytozome (prots from primary transcripts)	?													
THEPA	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Thellungiella parvula	-	98039	genome	?	21822265	27132	0	0	0	0	no	0	26/05/2013	13/05/2020	http://thellungiella.org/blast/db/TpV84ORFs.protein	yes		yes													
THECA	Archaeplastida	eudicots	rosids	Malvales	Malvaceae	Theobroma cacao	-	3641	genome			27379	0	0	0	0			26/05/2013	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Tcacao	yes	Phytozome V12				http://www.ncbi.nlm.nih.gov/nuccore/NC_014676.2	yes									
THLAR	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Thlaspi arvense	-	13288	genome	?	25632110	27390	0	0	0	0	no	0	22/11/2017	29/05/2020	http://pennycress.umn.edu/download.html	yes		yes													
TRESP	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia sp. A1-2		2608996	genome			13918	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/TrebA12_1/TrebA12_1.download.html 																
TRIZE	Archaeplastida	Liliopsida		Dioscoreales	Dioscoreaceae	Trichopus zeylanicus		167602	genome			34452	0	0	0	0			20/07/2020		https://keralauniversity.ac.in/trichopus-zeylanicus																
TRIPR	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Trifolium pratense	-	57577	genome	2	26617401	39943	0	0	0	0	yes	1354	16/11/2017	28/05/2020	https://phytozome-next.jgi.doe.gov/info/Tpratense_v2	yes	Phytozome V12	yes													
TRISU	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Trifolium subterraneum cv. Woogenellup	-	709039	genome	1	27545089	48703	0	0	0	0	no	0	22/11/2017	29/05/2020	ftp://ftp.kazusa.or.jp/pub/clover/	yes		yes					two cultivars available in paper, but chose only one to add to genomezoo								
TRIAE	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Triticum aestivum		4565	genome	1,1	30115783	107891	0	0	0	0			19/05/2020		https://wheat-urgi.versailles.inra.fr/Seq-Repository/Annotations	yes		yes													
TRITU	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Triticum turgidum	-	4571	genome	?	28684525	110315	0	0	0	0	yes	217882	24/11/2017	29/05/2020	http://wewseq.wixsite.com/consortium/program	yes		yes													
DURWH	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Triticum turgidum subsp. Durum		4567	genome	?	30962619	190329	0	0	0	0			18/05/2020		https://wheat.pw.usda.gov/GG3/node/759	yes		yes													
TRIUR	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Triticum urartu	-	4572	genome	?	23535596	34879	0	0	0	0	no	0	29/03/2015	26/05/2020	ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100050/A/Annotation/TRIUR3.120813.filter150.pep	yes		yes					no trust in NCBI								
ULVMU	Archaeplastida	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva mutabilis	-	498180	genome			12924	0	0	0	0			16/11/2017		https://bioinformatics.psb.ugent.be/gdb/ulva/	yes															
UTRGI	Archaeplastida	eudicots	asterids	Lamiales	Lentibulariaceae	Utricularia gibba	-	13748	genome			29053	0	0	0	0			29/03/2015	05/06/2020	https://genomevolution.org/coge/SearchResults.pl?s=utricularia%20gibba&p=genome	yes															
UTRRE	Archaeplastida	eudicots	asterids	Lamiales	Lentibulariaceae	Utricularia reniformis		192314	genome			46441	0	0	0	0			20/07/2020		https://genomevolution.org/coge/GenomeInfo.pl?gid=54799																
VACCO	Archaeplastida	eudicots	asterids	Ericales	Ericaceae	Vaccinium corymbosum	-	69266	genome	?	25830017	60754	0	0	0	0	no	0	22/11/2017	29/05/2020	https://bitbucket.org/lorainelab/blueberrygenome/downloads/	yes		yes													
VIGAN	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Vigna angularis	-	3914	genome	1,1	25626881	31514	26	26	0	0	yes	6229	16/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/045/GCF_001190045.1_Vigan1.1/GCF_001190045.1_Vigan1.1_protein.faa.gz	yes	NCBI	yes	mt source is same like protein resource since the mt proteins are included		plastid source is same like protein resourche since the plastid proteins are included		File contains 81 plasmid proteins according to NCBI which are not distinguishable								
VIGRA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Vigna radiata	-	157791	genome	6	25384727	33239	32	32	0	0	yes	9013	16/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6/GCF_000741045.1_Vradiata_ver6_protein.faa.gz	yes	NCBI	yes	mt source is same like protein resource since the mt proteins are included		plastid source is same like protein resourche since the plastid proteins are included		File contains 82 plasmid proteins according to NCBI which are not distinguishable								
VIGSU	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Vigna subterranea		115715	genome	?	30535374	31707	0	0	0	0			18/05/2020		https://bioinformatics.psb.ugent.be/orcae/aocc/	yes		yes													
VIGUN	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Vigna unguiculata	-	3917	genome			31948	0	0	0	0				05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Vunguiculata	yes															
VITVI	Archaeplastida	eudicots	rosids	Vitales	Vitaceae	Vitis vinifera	-	29760	genome			31845	0	0	0	0			27/10/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Vvinifera	yes	Phytozome V12		http://www.ncbi.nlm.nih.gov/nuccore/NC_012119.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007957.1	yes	old link x12 still current version.								
VOLCA	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox carteri	-	3067	genome	2,1	20616280	14247	0	0	0	0	.#	1828	08/11/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/455/GCF_000143455.1_v1.0/GCF_000143455.1_v1.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Vcarteri	yes	Phytozome V12	yes					isoform versions seems to be ordered ba size (keep .1). Removed isoforms and added VOLCA (wo).								
XANSO	Archaeplastida	eudicots	rosids	Sapindales	Sapindaceae	Xanthoceras sorbifolium		99658	genome			24672	0	0	0	0			21/07/2020		http://gigadb.org/dataset/view/id/100606/File_page/2																
ZEAMA	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Zea mays	-	4577	genome	Ensembl-18	19965430	63480	156	42	111	3	yes	25280	27/10/2010	21/11/2017	http://ftp.maizesequence.org/release-5b/filtered-set/ZmB73_5b_FGS_translations.fasta.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Zmays	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007982.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001666.2	yes		1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001400.1					
ZIZJU	Archaeplastida	eudicots	rosids	Rosales	Rhamnaceae	Ziziphus jujuba	-	326968	genome	1.1000000000000001	25350882	32686	0	0	0	0	yes	4840	16/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/755/GCF_000826755.1_ZizJuj_1.1/GCF_000826755.1_ZizJuj_1.1_protein.faa.gz	yes	NCBI	yes													
ZOSMA	Archaeplastida	Liliopsida	-	Alismatales	Zosteraceae	Zostera marina	-	29655	genome	2,2	26814964	20450	0	0	0	0	no	0	29/09/2016	26/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Zmarina	yes	Phytozome V12	yes													
ZOSMU	Archaeplastida	Liliopsida	-	Alismatales	Zosteraceae	Zostera muelleri	-	187284	genome	1	27373688	35875	0	0	0	0	no	0	22/11/2017	29/05/2020	http://appliedbioinformatics.com.au/index.php/Seagrass_Zmu_Genome	yes		yes													
ZOYJA	Archaeplastida	Liliopsida	commelinids	Poaceae	Poaceae	Zoysia japonica	-	309978	genome	1,1	26975196	59271	0	0	0	0	no	0	22/11/2017	29/05/2020	ftp://ftp.kazusa.or.jp/pub/zoysia/	yes		yes													
ZOYMA	Archaeplastida	Liliopsida	commelinids	Poaceae	Poaceae	Zoysia matrella	-	38722	genome	1	26975196	95079	0	0	0	0	no	0	22/11/2017	29/05/2020	ftp://ftp.kazusa.or.jp/pub/zoysia/	yes		yes													
ZOYPA	Archaeplastida	Liliopsida	commelinids	Poaceae	Poaceae	Zoysia pacifica	-	1070856	genome	1	26975196	65252	0	0	0	0	no	0	22/11/2017	29/05/2020	ftp://ftp.kazusa.or.jp/pub/zoysia/	yes		yes													
ZYGCI	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Zygnema circumcarinatum		35869	genome			35128	0	0	0	0			01/07/2020		local																
ZYGCIUTEX1599	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Zygnema circumcarinatum UTEX1599			genome			16391	0	0	0	0			15.03.21		/storage/data/Zygnema_circumcarinatum_UTEX1599/20210202/																
AGRTU	Bacteria	Alphaproteobacteria	-	Rhizobiales	Rhizobiaceae	Agrobacterium fabrum str. C58	Agrobacterium tumefaciens str. C58	176299	genome	?	-	5355	739	0	0	739	no	0	24/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/025/GCF_000092025.1_ASM9202v1/GCF_000092025.1_ASM9202v1_protein.faa.gz	yes		yes					changed names and added to final; circular and linear genome concatenated in one file!	2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_003065.3	http://www.ncbi.nlm.nih.gov/nuccore/NC_003064.2				
TRIV1	Bacteria	Cyanobacteria	-	Nostocales	Nostocaceae	Anabaena variabilis ATCC 29413	-	240292	genome			5665	0	0	0	0			15/09/2010		ftp://ftp.ncbi.nih.gov/genomes/Bacteria/Anabaena_variabilis_ATCC_29413_uid58043/NC_007413.faa	no							has 3 plasmids and one incision element wich was added to plasmid file!	3	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_021575.1					
AQUAE	Bacteria	Aquificae	-	Aquificaceae	Aquificaceae	Aquifex aeolicus VF5	-	224324	genome	1	-	1497	29	0	0	29	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/625/GCF_000008625.1_ASM862v1/GCF_000008625.1_ASM862v1_protein.faa.gz	yes	NCBI	yes						1	yes	plasmid source is same like protein source since the plasmid proteins are contained in the file!					
BACHA	Bacteria	Firmicutes	-	Bacillales	Bacillaceae	Bacillus halodurans C-125	-	272558	genome			3911	0	0	0	0			14/05/2010	05/06/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/335/GCF_005671335.1_ASM567133v1/GCF_005671335.1_ASM567133v1_protein.faa.gz	yes															
BACSU	Bacteria	Firmicutes	-	Bacillales	Bacillaceae	Bacillus subtilis subsp. subtilis str. 168	-	224308	genome	?	-	4175	0	0	0	0	no	0	31/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/045/GCF_000009045.1_ASM904v1/GCF_000009045.1_ASM904v1_protein.faa.gz	yes		yes													
BDEBA	Bacteria	Oligoflexia	-	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio bacteriovorus W	-	765869	genome	1	-	2744	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/675/GCF_000525675.1_ASM52567v1/GCF_000525675.1_ASM52567v1_protein.faa.gz	yes	NCBI	yes													
BORPE	Bacteria	Betaproteobacteria	-	Burkholderiales	Alcaligenaceae	Bordetella petrii	-	94624	genome	1	-	4855	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/067/205/GCF_000067205.1_ASM6720v1/GCF_000067205.1_ASM6720v1_protein.faa.gz	yes	NCBI	yes													
BORBU	Bacteria	Spirochaetes	-	Borreliaceae	Borreliaceae	Borrelia burgdorferi B31	-	224326	genome	2	-	797	594	0	0	594	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/685/GCF_000008685.2_ASM868v2/GCF_000008685.2_ASM868v2_protein.faa.gz	yes	NCBI	yes						21	yes	plasmid source is same like protein resource since the plasmid proteins are included					
BRAJA	Bacteria	Alphaproteobacteria	-	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium japonicum USDA 110	-	224911	genome	?	-	8317	0	0	0	0	no	0	01/11/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/365/GCF_000011365.1_ASM1136v1/GCF_000011365.1_ASM1136v1_protein.faa.gz	yes		yes													
BURTH	Bacteria	Betaproteobacteria	-	Burkholderiales	Burkholderiaceae	Burkholderia thailandensis E264	-	271848	genome	1	-	5846	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/365/GCF_000012365.1_ASM1236v1/GCF_000012365.1_ASM1236v1_protein.faa.gz	yes	NCBI	yes													
CALNI	Bacteria	Deferribacteres	-	Deferribacterales	Deferribacteraceae	Calditerrivibrio nitroreducens DSM 19672	-	768670	genome	1	-	2088	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/405/GCF_000183405.1_ASM18340v1/GCF_000183405.1_ASM18340v1_protein.faa.gz	yes	NCBI	yes					File contains 55 plasmid proteins, which are not distinguishable!								
CAMJE	Bacteria	Epsilonproteobacteria	-	Campylobacterales	Campylobacteraceae	Campylobacter jejuni RM1221	-	195099	genome	?	-	1572	0	0	0	0	no	0	29/03/2015	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/085/GCF_000009085.1_ASM908v1/GCF_000009085.1_ASM908v1_protein.faa.gz	yes		yes					changed names and added to final								
CAUCR	Bacteria	Alphaproteobacteria	-	Caulobacterales	Caulobacteraceae	Caulobacter crescentus CB15	-	190650	genome	?	-	3737	0	0	0	0	no	0	28/07/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/905/GCF_000006905.1_ASM690v1/GCF_000006905.1_ASM690v1_protein.faa.gz	yes		yes													
MESSP	Bacteria	Alphaproteobacteria	-	Rhizobiales	Phyllobacteriaceae	Chelativorans sp. BNC1	Mesorhizobium sp BNC1 / Chelativorans	266779	genome	?	-	4496	479	0	0	479	no	0	12/01/2009	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/245/GCF_000014245.1_ASM1424v1/GCF_000014245.1_ASM1424v1_protein.faa.gz	yes		yes					changed names and added to final	3	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008242.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_008243.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_008244.1			
CHLFE	Bacteria	Chlamydiae	-	Chlamydiales	Chlamydiaceae	Chlamydia felis Fe/C-56	-	264202	genome	?	-	969	8	0	0	8	no	0	31/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/945/GCF_000009945.1_ASM994v1/GCF_000009945.1_ASM994v1_protein.faa.gz	yes		yes					changed names and added to final	1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007900.1					
CHLTR	Bacteria	Chlamydiae	-	Chlamydiales	Chlamydiaceae	Chlamydia trachomatis A/HAR-13	-	315277	genome			889	8	0	0	8			01/04/2010	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/068/585/GCF_000068585.1_ASM6858v1/GCF_000068585.1_ASM6858v1_protein.faa.gz	yes							changed names and added to final	1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007430.1					
CHLPN	Bacteria	Chlamydiae	-	Chlamydiales	Chlamydiaceae	Chlamydophila pneumoniae AR39	-	115711	genome	?	-	1029	6	0	0	6	no	0	30/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/745/GCF_000008745.1_ASM874v1/GCF_000008745.1_ASM874v1_protein.faa.gz	yes		yes					changed names and added to final	1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_017286.1					
CHRAR	Bacteria	Chrysiogenetes	-	Chrysiogenales	Chrysiogenaceae	Chrysiogenes arsenatis DSM 11915	-	118005	genome	?	-	2471	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/585/GCF_000469585.1_Chrysiogenes_arsenatis/GCF_000469585.1_Chrysiogenes_arsenatis_protein.faa.gz	yes	NCBI	yes													
CLOKL	Bacteria	Firmicutes	-	Clostridiales	Clostridiaceae	Clostridium kluyveri DSM 555	-	431943	genome	1	-	3711	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/505/GCF_000016505.1_ASM1650v1/GCF_000016505.1_ASM1650v1_protein.faa.gz	yes	NCBI	yes					File contains 70 plasmid proteins according to NCBI, which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
CLOPE	Bacteria	Firmicutes	-	Clostridiales	Clostridiaceae	Clostridium perfringens ATCC 13124	-	195103	genome			2821	0	0	0	0			30/03/2010	05/06/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/285/GCF_000013285.1_ASM1328v1/GCF_000013285.1_ASM1328v1_protein.faa.gz	yes							changed names and added to final								
COLPS	Bacteria	Gammaproteobacteria	-	Alteromonadales	Colwelliaceae	Colwellia psychrerythraea 34H	-	167879	genome	?	-	4372	0	0	0	0	no	0	30/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/325/GCF_000012325.1_ASM1232v1/GCF_000012325.1_ASM1232v1_protein.faa.gz	yes		yes					changed names and added to final								
DEFDE	Bacteria	Deferribacteres	-	Deferribacterales	Deferribacteraceae	Deferribacter desulfuricans SSM1	-	639282	genome	1	-	2396	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/985/GCF_000010985.1_ASM1098v1/GCF_000010985.1_ASM1098v1_protein.faa.gz	yes	NCBI	yes					File contains 286 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
DESDE	Bacteria	Deltaproteobacteria	-	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio desulfuricans subsp. desulfuricans DSM 642	-	1121445	genome	1	-	2829	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/465/GCF_000420465.1_ASM42046v1/GCF_000420465.1_ASM42046v1_protein.faa.gz	yes	NCBI	yes													
DESIN	Bacteria	Chrysiogenetes	-	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum indicum S5	-	653733	genome	2	-	2555	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/635/GCF_000177635.2_ASM17763v2/GCF_000177635.2_ASM17763v2_protein.faa.gz	yes	NCBI	yes													
ERYLI	Bacteria	Alphaproteobacteria	-	Sphingomonadales	Erythrobacteraceae	Erythrobacter litoralis HTCC2594	-	314225	genome	?	-	3003	0	0	0	0	no	0	29/07/2010	12/06/2020	ftp://ftp.ncbi.nih.gov/genomes/Bacteria/Erythrobacter_litoralis_HTCC2594_uid58299/NC_007722.faa	yes		yes					changed names and added to final								
